Employer Name,Employer City,Employer State Code,Employer Zip Code,Workforce Size
Metropolitan Theatres Corporation,Los Angeles,CA,90048,100 to 499
Metropolitan Transportation Commission,Oakland,CA,94607,100 to 499
"Metropolitan West, Inc.",Signal Hill,CA,90755,5 to 9
MetroReal Inc.,Saratoga,CA,95070,20 to 99
MetroTile Manufacturing,Oceanside,CA,92054,20 to 99
"METZ FRESH, LLC",KING CITY,CA,93930,20 to 99
Meurs Corp,Tustin,CA,92780,5 to 9
Meva International LLC,Santa Fe Springs,CA,90670,5 to 9
"Mevicon, Inc",Sunnyvale,CA,95089,10 to 19
Mexicali Inc,Bakersfield,CA,93305,100 to 499
Mexican American Opportunity Foundation,Montebello,CA,90640,20 to 99
Mexicocina Corp,Poway,CA,92064,20 to 99
Mexus Solutions Inc.,Brea,CA,92821,20 to 99
"Meyer Coatings, Inc.",Orange,CA,92868,5 to 9
Meyer Corporation U.S.,Vallejo,CA,94590,100 to 499
"Meyer Trucking, INc.",King city,CA,93930,100 to 499
MeyKey Inc,City of Industry,CA,91748,10 to 19
"MG Construction and Development, Inc.",Canoga Park,CA,91304,10 to 19
MG Properties Group,San Diego,CA,92121,100 to 499
MG SERVICES,STOCKTON,CA,95204,5 to 9
MG Solutions LLC,San Diego,CA,92101,20 to 99
MGA Entertainment,Van Nuys,CA,91406,100 to 499
MGB Construction Inc.,Riverside,CA,92507,5 to 9
"MGC Green Clean, Inc.",San Diego,CA,92102,10 to 19
"MGD, Inc.",Stockton,CA,95219,100 to 499
"MGE Underground, Inc.",Paso Robles,CA,93446,20 to 99
"MGISD, LLC",La Mirada,CA,90638,20 to 99
"MGM ENTERPRISES, INC., DBA SPECIALTY SIDING",ORANGE,CA,92865,10 to 19
MGM Home Healthcare LLC,Pleasant Hill,CA,94523,10 to 19
"MGO, LLP",Sacramento,CA,95816,100 to 499
MHA - HR,San Diego,CA,92130,100 to 499
"MHC Engineers, Inc",Sam Francisco,CA,94103,10 to 19
"MHC Engineers, Inc.",San Francisco,CA,94103,10 to 19
"MHF Holdings, Incorporated",Pacific Palisades,CA,90272,5 to 9
MHS Supply Corp.,San Jose,CA,95110,10 to 19
"Mi Pueblo San Jose, Inc.",San Jose,CA,95122,"2,500 to 4,999"
"Mi Pueblo San Jose, Inc.",San Jose,CA,95122,"2,500 to 4,999"
Mi Rancho,Sacramento,CA,95822,20 to 99
"Mi Rue, Inc.",Los Angeles,CA,90020,20 to 99
"MICAD Marine, LLC",Huntington Beach,CA,92649,10 to 19
"Miceli-Watters, STAFFING PARTNERS",Atwater,CA,95301,20 to 99
"Miceli-Watters, STAFFING PARTNERS. LLC",Atwater,CA,95301,100 to 499
"micelle laboratories, inc",lake forest,CA,92630,20 to 99
Michael and Jenny Shand,Novato,CA,94949,10 to 19
Michael Baker Corporation (Irvine),Irvine,CA,92618,100 to 499
Michael Brandman Associates,Irvine,CA,92602,20 to 99
"Michael E. Waldron, CPA",Ventura,CA,93003,5 to 9
Michael J Sackett and Associates,Brea,CA,92821,10 to 19
"Michael J. Clark, CPA",Redwood City,CA,94063,5 to 9
Michael J. Clason Construction,Fresno,CA,93722,20 to 99
Michael K Takaki CPA,TORRANCE,CA,90505,5 to 9
Michael Kelly,Santa Monica,CA,90401,20 to 99
"Michael L. Beckley, DDS",Livermore,CA,94550,5 to 9
Michael Mackintosh Investigations,San Rafael,CA,94901,5 to 9
"Michael Paul Company, Inc.",Petaluma,CA,94954,20 to 99
Michael Stars,Hawthorne,CA,90250,100 to 499
"Michael Stars, Inc",Hawthorne,CA,90250,100 to 499
"Michaelson, Connor & Boul",Huntington Beach,CA,92649,100 to 499
Michel Frederick Paving Corporation,Atascadero,CA,93422,20 to 99
"Michel H. Elyson, DDS/ Ramin Assili, DDS Professional Corp.",Northridge,CA,91324,5 to 9
Michele Renee Garretson,Temecula,CA,92590,20 to 99
Michelle Flowers and associates,Mountain View,CA,94043,"10,000 and over"
michelle messier,south pasadena,CA,91030,20 to 99
"Michelle R. Deets, Clarity Learning",Rancho Santa Margarita,CA,92688,10 to 19
"Michelman & Robinson, LLP",Enino,CA,91436,100 to 499
Michels/Jay Dee/Coluccio Joint Venture,Menlo Park,CA,94025,100 to 499
Michelson Laboratories Inc.,Commerce,CA,90040,20 to 99
Michiko Inc,Rancho Cordova,CA,95742,10 to 19
Micon Construction Inc,Placentia,CA,92870,20 to 99
"Micrel, Inc",San Jose,CA,95131,500 to 999
"Micrel, Inc.",San Jose,CA,95131,500 to 999
"Micro Analytical Laboratories, Inc.",Emeryville,CA,94608,10 to 19
Micro Mobio Corporation,Palo Alto,CA,94303,5 to 9
Micro Solutions Enterprises,Van Nuys,CA,91406,500 to 999
"Micro Tax, Audit & Accounting Services, LLP",Santa Clara,CA,95054,5 to 9
MICRO WORLD CORP.,LA VERNE,CA,91750,20 to 99
"Microbiology & Quality Associates, Inc.",Concord,CA,94520,5 to 9
"MicroCell Communication, Inc.",Commerce,CA,90040,100 to 499
Microchip Technology Inc.,San Jose,CA,68134,100 to 499
"Microcomputerworks, Inc.",Irvine,CA,92612,10 to 19
Microcosm Inc,Hawthorne,CA,90250,20 to 99
MicroCube LLC,Fremont,CA,94539,10 to 19
Microfluidic Systems,Fremont,CA,94539,20 to 99
Microgenics Corporation,Fremont,CA,94538,500 to 999
"MicroMenders, Inc.",San Francisco,CA,94105,20 to 99
MicroMobs Inc.,Palo Alto,CA,94301,5 to 9
"Micron Environmental Labs, Inc.",El Monte,CA,91731,5 to 9
"MICROPROBE, INC",CARLSBAD,CA,92011,100 to 499
Microscope World,Carlsbad,CA,92009,5 to 9
Microsemi Corp,Irvine,CA,90703,"1,000 to 2,499"
Microsoft Corporation,Redmond,CA,98052,"10,000 and over"
Microsonic Systems Inc.,San Jose,CA,95134,10 to 19
"MicroVention, Inc.",Tustin,CA,92780,500 to 999
"Micrus Endovascular, San Jose",San Jose,CA,95131,100 to 499
"MicSteven Development, Inc.",Rancho MIrage,CA,92270,10 to 19
Mid Coast Engineers,Watsonville,CA,95076,5 to 9
Mid Coast Glass,Lompoc,CA,93436,5 to 9
"Mid Pacific Engineering, Inc.",Sacramento,CA,95834,10 to 19
"Mid Valley Providers, Inc.",Shasta Lake,CA,96019,20 to 99
Mid West Fabricating Co.,Santa Fe Springs,CA,90670,20 to 99
"Mid-Land Sheet Metal, Inc.",Santa Maria,CA,93454,5 to 9
"Mid-State Hulling & Shelling, LLC",Ceres,CA,95328,20 to 99
Midcom Corporation,Anaheim,CA,92807,500 to 999
Mideo Systems Inc.,Huntington Beach,CA,92649,5 to 9
Midnite Air Corp,Irvine,CA,92614,100 to 499
Midori Services Inc.,Palmdale,CA,93550,10 to 19
Midpeninsula Regional Open Space District,Los Altos,CA,94022,100 to 499
Midstate Construction Corporation,Petaluma,CA,94954,20 to 99
"MidTech Software Solutions, Inc.",San Jose,CA,95129,10 to 19
Midtowne Spa Inc,Los Angeles,CA,90021,20 to 99
Midway International Inc,Cerritos,CA,90703,20 to 99
MIDWAY JEEP CHRYSLER,SAN DIEGO,CA,92108,20 to 99
Midwest Environmental Control,Edwards AFB,CA,93523,100 to 499
MIDWEST HOSPITALITY,OAKLAND,CA,94601,20 to 99
"Midwest Roofing Co., Inc",Gardena,CA,90247,20 to 99
"Midwest Television, Inc.",San Diego,CA,92111,100 to 499
Midwest Wholesale Lighting Corporation,Los Angeles,CA,90027,20 to 99
MIDWET HOSPITALITY,OAKLAND,CA,94605,10 to 19
Migale Painting Company,Novato,CA,94949,10 to 19
Mighty Enterprise,Torrance,CA,90502,20 to 99
"Mighty Net, Inc.",Calabasas,CA,91303,20 to 99
Miguel Rodriguez Contracting,Riverdale,CA,93656,100 to 499
mihrafam inc dba baskin robbins #45,beverly hills,CA,90210,5 to 9
"Mike Abatti Farms, LLC.",El Centro,CA,92243,10 to 19
"MIKE CAMPBELL & ASSOCIATES, LTD",POMONA,CA,91768,100 to 499
Mike Flynn Painting Old & New Inc,Fairfield,CA,94534,5 to 9
Mike Hixson Backhoe Service Inc,Murrieta,CA,92563,5 to 9
"Mike McCall Landscape, Inc",Concord,CA,94521,100 to 499
"Mike Owen Fabrication, Inc.",Bakersfield,CA,93308,10 to 19
"Mike Payne + Associates, Inc",Wildomar,CA,92595,20 to 99
"Mike Rovner Construction, Inc.",Simi Valley,CA,93065,100 to 499
MIKE SOBH & ASSOCIATES INC,OCEANSIDE,CA,92058,20 to 99
Mikes Custom Flooring Inc,Redlands,CA,92373,10 to 19
Miksis Services Inc.,Healdsburg,CA,95448,10 to 19
"Milagro Ranch, LLC",Oceanside,CA,92057,100 to 499
Milano Granite,Van Nuys,CA,91411,5 to 9
Milark Corp.,Redlands,CA,92373,20 to 99
Mile Square Golf Course,Fountain Valley,CA,92708,100 to 499
Miles Chemical Company Inc,Arleta,CA,91331,20 to 99
Miles Preservation LLC,Temecula,CA,92590,20 to 99
Milestone Contractors Inc.,San Leandro,CA,94577,20 to 99
"Milestone Internet Marketing, Inc.",Santa Clara,CA,95008,20 to 99
"Milestone Technologies, Inc.",Fremont,CA,94539,500 to 999
"Milestone Technologies, Inc.",Fremont,CA,94539,100 to 499
"MILFELDS NURSERY, INC",RIVERSIDE,CA,92506,20 to 99
"Milgard MFG., Inc",Hollister,CA,95023,100 to 499
"Milgard MFG., Inc - Sacramento",Sacramento,CA,95828,100 to 499
"Milgard MFG., Inc - Temecula",Temecula,CA,92590,100 to 499
"Milgard MFG., Inc. - Simi Valley",Simi Valley,CA,93065,100 to 499
"Milhous Childrens Services, Inc.",Nevada City,CA,95959,100 to 499
Military Aircraft Parts,Rancho Cordova,CA,95742,20 to 99
Mille Fleurs,Rancho Santa Fe,CA,92067,20 to 99
"Millennium Alarm Systems, Inc",Los Angeles,CA,90045,20 to 99
Millennium Fire Protection Corp.,Oceanside,CA,92058,10 to 19
Millennium Laboratories Inc.,San Diego,CA,92127,100 to 499
"Millennium Molding, Inc.",Riverside,CA,92505,10 to 19
MILLENNIUM MUSIC FOUNDATION,TUSTIN,CA,92780,5 to 9
Millennium Products,Vernon,CA,90058,20 to 99
Millennium Space Systems,Torrance,CA,90503,20 to 99
MillenWorks,Tustin,CA,92780,20 to 99
"Miller Castings, Inc.",Whittier,CA,90601,100 to 499
Miller CNC,San Diego,CA,92102,10 to 19
Miller Dobbins Family Inc,Santa Rosa,CA,95409,10 to 19
"Miller Environmental, Inc.",Anaheim,CA,92806,100 to 499
"Miller Environmental, Inc.",Anaheim,CA,92806,20 to 99
"Miller Farms Nursery, Inc.",McKinleyville,CA,95519,20 to 99
"Miller Kelley Architects, Inc. (dba MKThink)",San Francisco,CA,94111,10 to 19
Miller Marine,National City,CA,91950,20 to 99
"Miller of San Diego, Inc.",San Diego,CA,92109,20 to 99
"Miller, Kaplan, Arase & Co., LLP",North Hollywood,CA,91602,100 to 499
Miller-Jones Mortuary & Crematory,Romoland,CA,92585,20 to 99
MILLERS AUTO CENTER,DINUBA,CA,93618,5 to 9
Millers Fab & Weld Corp.,Riverside,CA,92504,20 to 99
"Millicare of Southern California, Inc.",Lakewood,CA,90712,20 to 99
Milliken Creek Inn & Spa,Napa,CA,94558,20 to 99
Million Dollar Baby,Montebelllo,CA,90640,20 to 99
Millmatic Co,Glendale,CA,91201,500 to 999
Millwood Inn & Suites,Millbrae,CA,94030,5 to 9
Millworks By Design,Agoura Hills,CA,91301,20 to 99
Milo,Palo Alto,CA,94301,10 to 19
"Milpas Rental, Inc.",Santa Barbara,CA,93103,10 to 19
"Milyoni, Inc.",Pleasanton,CA,94588,5 to 9
Mimic Studios Inc.,Los Angeles,CA,90066,10 to 19
Mimis,Chula Vista,CA,91913,5 to 9
Mina Group,San Francisco,CA,94102,100 to 499
Minas Kochumian MD A Medical Corporation,Northridge,CA,91324,5 to 9
MIND Research Institute,Irvine,CA,92617,100 to 499
"MindFire Internet Solution, Inc.",Irvine,CA,92606,20 to 99
"Mindflash Technologies, Inc.",Palo Alto,CA,94306,10 to 19
Mindful Health Solutions,Healdsburg,CA,95448,20 to 99
"Mindgruve, Inc",San Diego,CA,92101,20 to 99
Mindrum Precision Products,Rancho Cucamonga,CA,91730,20 to 99
"Minds On Education, Inc.",Agoura Hills,CA,91301,5 to 9
MindSource Inc,Mountain View,CA,94043,20 to 99
Mindspeed Technologies,Newport Beach,CA,92660,100 to 499
MindSumo Inc,Mountain View,CA,94040,5 to 9
"Minegar Contracting, Inc.",Vista,CA,92081,10 to 19
"Minegar Laser Screed Rentals, Inc.",Murrieta,CA,92592,10 to 19
MineHart Medical Corp.,Encino,CA,91436,10 to 19
Minerva Enterprises,Carmichael,CA,95608,5 to 9
"Minerva Networks, Inc.",Alviso,CA,95002,20 to 99
"Minerva Surgical, Inc",Cupertino,CA,95014,10 to 19
MING HOUSE MARINE (ship supply & vessel support ),LONG BEACH,CA,90805,5 to 9
"Minimatics, Inc.",Mountain View,CA,94043,20 to 99
"Minor Studios Interactive, LLC",Los Angeles,CA,90077,5 to 9
"minshew brothers steel const., inc.",lakeside,CA,92040,20 to 99
MINTON DOOR COMPANY,SUNNYVALE,CA,94089,20 to 99
Minuteman Parking Company,El Segundo,CA,90245,500 to 999
Minuteman Transport,City of Industry,CA,91746,20 to 99
MIR3,San Diego,CA,92121,20 to 99
"MIR3, Inc",San Diego,CA,92121,20 to 99
Mira Mesa Stadium 18 & IMAX,San Diego,CA,92126,20 to 99
Miracle Sealants Company,Arcadia,CA,91006,20 to 99
Mirada Hills Rehabilitation & Convalescent Hospital,La MIrada,CA,90638,100 to 499
Mirage Appliances Inc.,San Diego,CA,92154,10 to 19
MIRAGE EXPRESS INC,Culver City,CA,90230,10 to 19
MIRAMAR BASE SUBWAYS LLC,ANAHEIM,CA,92801,20 to 99
"Miramar Ford Truck Sales, Inc.",San Diego,CA,92121,20 to 99
"Miramar Transportation, Inc.",San Diego,CA,92126,20 to 99
Miramar Wholesale Nurseries,San Diego,CA,92122,100 to 499
Miranda Technologies (GVD) LLC,Grass Valley,CA,95649,100 to 499
Miri infotech Inc.,Fremont,CA,94538,5 to 9
Miriam Inc,Beverly Hills,CA,90211,20 to 99
MIRIAM SOLANO,TEMECULA,CA,92590,20 to 99
"Mirion Technologies, Inc.",Irvine,CA,92614,500 to 999
Miro Technologies,La Jolla,CA,92037,20 to 99
"MIS STAFFING SERVICES, INC",TORRANCE,CA,90501,100 to 499
"Miso Media, Inc.",Santa Monica,CA,90292,5 to 9
Miss Meringue,San Marcos,CA,92078,5 to 9
MISSINO VIEW HEALTH CENTER,SAN LUIS OBISPO,CA,93401,100 to 499
"Mission Ambulance, Inc.",Corona,CA,92879,100 to 499
Mission Area Health Associates,San Francisco,CA,94110,100 to 499
Mission Bay Yacht Club,San Diego,CA,92109,20 to 99
Mission Beach Attractions,San Diego,CA,92109,20 to 99
Mission City Community Network,North Hills,CA,91343,20 to 99
"Mission City Rebar, Inc.",Livermore,CA,94551,20 to 99
"Mission Critical Technologies, Inc.",El Segundo,CA,90245,100 to 499
Mission De La Casa,San Jose,CA,95121,100 to 499
MISSION FOODS,RANCHO CUCAMONGA,CA,91730,500 to 999
Mission Foods,Panorama City,CA,91402,100 to 499
Mission Foods  - Rancho Cucamonga,Rancho Cucamonga,CA,91730,500 to 999
Mission Foods - AZ DC,Rancho Cucamonga,CA,91730,20 to 99
Mission Foods - Olympic,Los Angeles,CA,90022,500 to 999
Mission Foods Fresno,Fresno,CA,93706,100 to 499
Mission Foods Hayward,Hayward,CA,94545,100 to 499
"Mission Home Health of San Diego,Inc",San Diego,CA,92108,100 to 499
"Mission Landscape Companies, Inc.",Santa Ana,CA,92707,100 to 499
Mission Laundry Equipment,San Juan Bautista,CA,95045,10 to 19
mission linen supply,santa barbara,CA,93103,20 to 99
Mission Linen Supply,Santa Barbara,CA,93103,"2,500 to 4,999"
Mission Metals,Corona,CA,92882,10 to 19
Mission Motor Company,San Francisco,CA,94103,20 to 99
Mission Oaks National Bank,Temecula,CA,92590,20 to 99
"Mission Ob/Gyn Medical Group, Inc.",Mission Vijeo,CA,92691,20 to 99
"Mission Paving and Sealing, Inc.",Irwindale,CA,91706,10 to 19
MISSION POOLS OF ESCONDIDO,ESCONDIDO,CA,92025,100 to 499
"Mission Produce, Inc.",Oxnard,CA,93036,100 to 499
Mission Rubber Co LLC,Corona,CA,92879,100 to 499
mission security,santa barbara,CA,93101,100 to 499
Mission Technology Group Inc.,San Diego,CA,92126,20 to 99
"mission valley oral & maxillofacial surgery, inc",san diego,CA,92108,20 to 99
Mister Bertrand LLC,San Diego,CA,92103,100 to 499
Mitac Information Systems Corp,Fremont,CA,94538,100 to 499
"Mitchell Concepts, Unlimited",Woodland Hills,CA,91367,10 to 19
mitchell environmental concrete inc.,sun valley,CA,91352,20 to 99
MITCHELL INSTRUMENT COMPANY INC.,SAN MARCOS,CA,92078,10 to 19
"Mitchell International, Inc.",San Diego,CA,92122,"1,000 to 2,499"
"Mitchell J Architecture, Inc.",San Diego,CA,92111,5 to 9
"Mitchell Jones Concrete, Inc",Rancho Cordova,CA,95742,20 to 99
"mitchell laboratories, inc.",pico rivera,CA,90660,20 to 99
"Mitchell Repair Information Company, LLC",Poway,CA,92064,100 to 499
"mitchells ice cream, inc.",san francisco,CA,94110,20 to 99
MITEM Corporation,Menlo Park,CA,94025,20 to 99
"Mitsubishi Electric US, Inc.",Cypress,CA,90630,100 to 499
"Mitsubishi Electric Visual Solutions America, Inc.",Irvine,CA,92618,100 to 499
"Mitsubishi Motors North America, Inc.",Cypress,CA,90630,500 to 999
"Mitsubishi Power Systems Americas, Inc.",Newport Beach,CA,92660,500 to 999
"Mixamo, Inc",San Francisco,CA,94107,20 to 99
MIXCO INC,LA MIRADA,CA,90638,5 to 9
Mixtent Inc,Palo Alto,CA,94301,5 to 9
MJ Avila Company,Kerman,CA,93630,20 to 99
MJ Avila Company Inc.,Fresno,CA,97323,10 to 19
MJ Koch Inc.,El Cajon,CA,92021,20 to 99
MJC America Ltd.,City of Industry,CA,91789,20 to 99
"MJE Management, Inc.",San Diego,CA,92110,100 to 499
"MJK Construction, Inc.",Pomona,CA,91768,10 to 19
"MJK Consulting, Inc.",Long Beach,CA,90814,10 to 19
"MJK Trading Co., Inc",Van Nuys,CA,91406,10 to 19
MJS Alarm Corporation,rancho cucamonga,CA,91730,20 to 99
"MJT Enterprises, Inc, dba Blue Ribbon Personnel Services",El Dorado Hills,CA,95762,"1,000 to 2,499"
"MJW & Associates, Inc.",Riverside,CA,92505,20 to 99
"MK Diamond Products, Inc.",Torrance,CA,92606,100 to 499
"MK Heating and Air, Inc.",Simi Valley,CA,93063,5 to 9
MK Magnetics,Adelanto,CA,92301,20 to 99
MK Technical Services,San Jose,CA,95135,20 to 99
MKKR,SAN BERNARDINO,CA,92408,10 to 19
"mKmResources, Inc",Rancho Cucamonga,CA,91730,20 to 99
"MLC and Associates, Inc.",Costa Mesa,CA,92626,5 to 9
"MLF Delivery, Inc.",Upland,CA,91786,5 to 9
"mlf delivery, inc.",upland,CA,91786,5 to 9
"MLLAH, Inc",Milpitas,CA,95035,5 to 9
"MLR Corporation DBA First Call Nursing Services, Inc.",Alameda,CA,94502,10 to 19
"MLY Whole Foods, Inc.",National City,CA,91950,20 to 99
"MMC, Inc.",La Palma,CA,90623,20 to 99
MMPI - LA Mart,Los Angeles,CA,90007,20 to 99
"MMR Technologies, Inc.",Mountain View,CA,94043,10 to 19
MMT,Sacramento,CA,95829,10 to 19
MMZA,Madera,CA,93637,10 to 19
"MMZA, LLC",MADERA,CA,93637,10 to 19
MnA Facilities Management,TRACY,CA,95377,5 to 9
"MNE Trucking, Inc.",Wilmington,CA,90744,10 to 19
Mnemonic Dezigns,San Francisco,CA,94103,5 to 9
"MNS Engineers, INc.",Santa Barbara,CA,93103,20 to 99
"Mo Industries, llc",Los Angeles,CA,90007,100 to 499
MOBIBucks Corp.,Sunnyvale,CA,94089,10 to 19
Mobil1 Lube Express,San Leandro,CA,94578,10 to 19
Mobile Carpet Club Inc,Escondido,CA,92025,20 to 99
MOBILE COMMUNITY MANAGEMENT COMPANY,SANTA ANA,CA,92705,100 to 499
"Mobile Device Protection, Inc.",San Diego,CA,92101,5 to 9
"Mobile Globe Security, Inc.",Los Angeles,CA,90068,10 to 19
"Mobile ID Solutions, Inc.",Orange,CA,92867,5 to 9
"Mobile Iron, Inc.",Mountain View,CA,94043,100 to 499
"Mobile Kitchens USA, Inc.",Anaheim,CA,92802,10 to 19
Mobile Line Communications,Tustin,CA,92780,20 to 99
MOBILE MEDICAL EXAMINATION SERVICES,SANTA ANA,CA,92705,100 to 499
"Mobile Messenger Americas, Inc.",Los Angeles,CA,90045,100 to 499
Mobile Notary San Jose,San Jose,CA,95120,5 to 9
"Mobile Occupational Services, Inc.",Hesperia,CA,92345,5 to 9
"Mobile Storage Group, Inc.",Glendale,CA,91203,10 to 19
"MOBILE TECH, INC.",ALISO VIEJO,CA,95656,100 to 499
Mobile Tron LLC,Irvine,CA,92618,100 to 499
"MobileNet Services, Inc.",Irvine,CA,92618,20 to 99
"MobileSpan, Inc.",Santa Clara,CA,95054,5 to 9
MobileWorks Inc.,Berkeley,CA,94704,5 to 9
Mobility,San Jose,CA,95131,5 to 9
"Mobility Home Health Services, INC",Northridge,CA,91324,20 to 99
MOBIS Parts America,Irvine,CA,92606,100 to 499
MobiTech Software Inc.,Sunnyvale,CA,94085,10 to 19
Mobitor Corporation,San Ramon,CA,94583,20 to 99
"MobiTV, Inc.",Emeryville,CA,94608,100 to 499
"MOC Products Co., Inc.",Pacoima,CA,91331,100 to 499
"Moda Enterprises, Inc.",Anaheim,CA,92801,10 to 19
"ModCloth, Inc.",San Francisco,CA,94107,100 to 499
Mode Distributing,Buena Park,CA,90620,10 to 19
Model N Inc.,Redwood Shores,CA,94065,100 to 499
Modern Air Mechanical,Merced,CA,95348,20 to 99
"Modern Alloys, Inc.",Stanton,CA,90680,20 to 99
"Modern Ceramics ,mfg inc",san jose,CA,95131,20 to 99
"Modern HC Pharmacy, Inc.",Monrovia,CA,91016,100 to 499
"Modern Health Holdings, Inc.",Monrovia,CA,91016,100 to 499
"Modern Impressions Printing, Inc.",Sacramento,CA,95838,5 to 9
MODERN INTERIORS,Compton,CA,90220,10 to 19
"Modern Parking, Inc.",Los Angeles,CA,90017,100 to 499
Modern Pattern and Foundry LLC,Los Angeles,CA,90058,20 to 99
Modern Technology School,Fountain Valley,CA,92708,20 to 99
"Modesto Junk Co, Inc",Modesto,CA,95354,20 to 99
Modesto Radiological Medical Group,Modesto,CA,95350,20 to 99
Modesto Stadium 10,Modesto,CA,95356,20 to 99
Modesto Steel,Modesto,CA,95351,20 to 99
"MODIFIED POLYMER COMPONENTS, INC.",SUNNYVALE,CA,94089,100 to 499
Modis El Segundo CA049,El Segundo,CA,90245,500 to 999
Modis Inc. -  CA013,San Francisco,CA,94105,20 to 99
Modis Inc. - CA005,San Jose,CA,95110,20 to 99
Modis Inc. - CA009,Burbank,CA,95670,20 to 99
Modis Inc. - CA023,Burbank,CA,91505,20 to 99
Modis Inc. - CA049,El Segundo,CA,90245,20 to 99
Modis Inc. - CA051,San Diego,CA,92130,20 to 99
Modis Inc. - CA211,Foster City,CA,94404,20 to 99
Modoc Joint Unified School District,Alturas,CA,96101,100 to 499
Modoc Medical Center,Alturas,CA,96101,100 to 499
"Modtech Holdings, Inc.",Perris,CA,92571,500 to 999
"Modular Building Concepts, Inc.",Poway,CA,92064,10 to 19
Modular Office Installation,Chula Vista,CA,91911,10 to 19
"Modular Systems Network, Inc.",El Cajon,CA,92021,5 to 9
Modular Wind Energy,Huntington beach,CA,92647,100 to 499
Modules Technology Inc.,San Jose,CA,95131,10 to 19
Modulus Consulting LLC,San Francisco,CA,94104,5 to 9
"Moebius Solutions, Inc.",San Diego,CA,92121,20 to 99
Moffatt & Nichol,Long Beach,CA,90806,100 to 499
MOHAVE BLOCK,NORCO,CA,92860,5 to 9
Mohawk,San Jose,CA,95112,100 to 499
Mohawk Packing Company,San Jose,CA,95112,100 to 499
"Mohawk Western Plastics, Inc.",La Verne,CA,91750,20 to 99
"Mohler,Nixon&Williams",Campbell,CA,95008,100 to 499
"Mohsen M. Hamza, MD, Inc.",Los Angeles,CA,90025,5 to 9
Mojave Foods,Commerce,CA,90040,100 to 499
Mojave Foods Corp,Commerce,CA,90040,100 to 499
"Mojave Innkeepers, Inc.",Ridgecrest,CA,93555,20 to 99
"Mojix, Inc.",Los Angeles,CA,90025,20 to 99
Mojo Mobility Inc.,Sunnyvale,CA,94085,10 to 19
"Moka5, Inc.",Redwood City,CA,94063,20 to 99
"Mold Precision Engineering, Inc.",Simi Valley,CA,93063,10 to 19
Moldaw Residences,Palo Alto,CA,94303,20 to 99
"Moldex-Metric, Inc.",Culver City,CA,90232,100 to 499
Moldings PLus Inc,Ontario,CA,91761,10 to 19
Mole-Richardson Co.,Hollywood,CA,90038,100 to 499
Molecular BioProducts Inc.,San Diego,CA,92121,20 to 99
Molecular Devices,Sunnyvale,CA,94089,100 to 499
"Molecular Diagnostic Service, Inc",San Diego,CA,92121,10 to 19
Molecular Express,Rancho Dominguez,CA,90220,10 to 19
